date,entity_name,location_address,location_coordinates
2019-06-16,Andrzej Duda,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-06-16,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-06-17,Volodymyr Zelensky,"France, Paris","[2.3200410217200766, 48.8588897]"
2019-06-17,Andrzej Duda,"United States, Houston","[-95.3676974, 29.7589382]"
2019-06-17,Andrzej Duda,"United States, Los Angeles","[-118.242766, 34.0536909]"
2019-06-17,Andrzej Duda,"United States, Reno","[-119.8126581, 39.5261206]"
2019-06-17,Andrzej Duda,"United States, Silicon Valley","[-122.1545229, 37.4429964]"
2019-06-17,Andrzej Duda,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-06-18,Donald Trump,"Florida, Doral","[-80.3553302, 25.8195424]"
2019-06-18,Donald Trump,"Florida, Orlando","[-81.3790304, 28.5421109]"
2019-06-18,Volodymyr Zelensky,"Germany, Berlin","[13.3888599, 52.5170365]"
2019-06-18,Ariana Grande,"United States, New York","[-74.0060152, 40.7127281]"
2019-06-19,Donald Trump,"Florida, Doral","[-80.3553302, 25.8195424]"
2019-06-19,Donald Trump,"Florida, Orlando","[-81.3790304, 28.5421109]"
2019-06-19,Ed Sheeran,"Italy, Milan","[9.1896346, 45.4641943]"
2019-06-19,Ariana Grande,"United States, New York","[-74.0060152, 40.7127281]"
2019-06-20,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-20,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-20,Giuseppe Conte,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-20,Justin Trudeau,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-06-20,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-21,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-21,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-21,Giuseppe Conte,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-21,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-21,Ariana Grande,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-06-22,Brockhampton,"Delaware, Dover","[-75.5243682, 39.158168]"
2019-06-22,Lana Del Rey,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2019-06-22,Ed Sheeran,"Italy, Hockenheim","[10.888380521707045, 45.34532955]"
2019-06-22,Ariana Grande,"United States, Boston","[-71.0582912, 42.3602534]"
2019-06-23,Ed Sheeran,"Italy, Hockenheim","[10.888380521707045, 45.34532955]"
2019-06-23,Mike Pompeo,"Saudi Arabia, Jeddah","[39.1653612, 21.5810088]"
2019-06-24,Mike Pompeo,"Saudi Arabia, Jeddah","[39.1653612, 21.5810088]"
2019-06-24,Mike Pompeo,"United Arab Emirates, Abu Dhabi","[54.3774014, 24.4538352]"
2019-06-24,Ariana Grande,"United States, Philadelphia","[-75.1635262, 39.9527237]"
2019-06-25,Mike Pompeo,"Afghanistan, Kabul","[69.1776838, 34.5260109]"
2019-06-25,Mike Pompeo,"India, New Delhi","[77.2090057, 28.6138954]"
2019-06-26,Donald Trump,"Alaska, Anchorage","[-149.894852, 61.2163129]"
2019-06-26,Mike Pompeo,"India, New Delhi","[77.2090057, 28.6138954]"
2019-06-26,Mauricio Macri,"Indonesia, Jakarta","[106.827183, -6.1753942]"
2019-06-26,Emmanuel Macron,"Japan, Kyoto","[135.7556075, 35.021041]"
2019-06-26,Emmanuel Macron,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-26,Emmanuel Macron,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-06-26,Ariana Grande,"Canada, Toronto","[-79.3839347, 43.6534817]"
2019-06-27,Brockhampton,"Belgium, Werchter","[4.6933645, 50.9701533]"
2019-06-27,Lana Del Rey,"Denmark, Odense","[10.3852104, 55.3997225]"
2019-06-27,Angela Merkel,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Theresa May,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Moon Jae-in,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Justin Trudeau,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Giuseppe Conte,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Jair Bolsonaro,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Mauricio Macri,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Donald Trump,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Lana Del Rey,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2019-06-27,Emmanuel Macron,"Japan, Kyoto","[135.7556075, 35.021041]"
2019-06-27,Emmanuel Macron,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-27,Emmanuel Macron,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-06-27,Scott Morrison,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Ed Sheeran,"Austria, Klagenfurt","[14.3079604, 46.6228162]"
2019-06-28,Miley Cyrus,"Denmark, Odense","[10.3852104, 55.3997225]"
2019-06-28,Angela Merkel,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Vladimir Putin,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Theresa May,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Moon Jae-in,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Mike Pompeo,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Justin Trudeau,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Giuseppe Conte,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Jair Bolsonaro,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Mauricio Macri,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Donald Trump,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Brockhampton,"Sweden, Stockholm","[18.0710935, 59.3251172]"
2019-06-28,Emmanuel Macron,"Japan, Kyoto","[135.7556075, 35.021041]"
2019-06-28,Emmanuel Macron,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-28,Emmanuel Macron,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-06-28,Scott Morrison,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Ed Sheeran,"Austria, Klagenfurt","[14.3079604, 46.6228162]"
2019-06-29,Vladimir Putin,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Theresa May,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Moon Jae-in,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Mike Pompeo,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Justin Trudeau,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Giuseppe Conte,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Jair Bolsonaro,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Mauricio Macri,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Donald Trump,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Donald Trump,"South Korea, Korean Demilitarized Zone","[127.03034096546901, 38.23320845000001]"
2019-06-29,Donald Trump,"South Korea, Osan","[127.0774625, 37.1499376]"
2019-06-29,Donald Trump,"South Korea, Seoul","[126.9782914, 37.5666791]"
2019-06-29,Brockhampton,"Switzerland, St. Gallen","[9.3765878, 47.4250593]"
2019-06-29,Emmanuel Macron,"Japan, Kyoto","[135.7556075, 35.021041]"
2019-06-29,Emmanuel Macron,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Emmanuel Macron,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-06-29,Scott Morrison,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-29,Ariana Grande,"United States, Indianapolis","[-86.1583502, 39.7683331]"
2019-06-30,Vladimir Putin,"Belarus, Minsk","[27.5618225, 53.9024716]"
2019-06-30,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-30,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-06-30,Miley Cyrus,"England, Pilton","[-2.5819580900970207, 51.16720395]"
2019-06-30,Mike Pompeo,"Japan, Osaka","[135.490357, 34.6198813]"
2019-06-30,Kim Jong-un,South Korea,"[127.6961188, 36.638392]"
2019-06-30,Kim Jong-un,"South Korea, Demilitarized Zone","[127.03034096546901, 38.23320845000001]"
2019-06-30,Donald Trump,"South Korea, Korean Demilitarized Zone","[127.03034096546901, 38.23320845000001]"
2019-06-30,Donald Trump,"South Korea, Osan","[127.0774625, 37.1499376]"
2019-06-30,Kim Jong-un,"South Korea, Panmunjom","[126.6773137, 37.9559717]"
2019-06-30,Mike Pompeo,"South Korea, Seoul","[126.9782914, 37.5666791]"
2019-06-30,Donald Trump,"South Korea, Seoul","[126.9782914, 37.5666791]"
2019-06-30,Mauricio Macri,"Switzerland, Zurich","[8.5410422, 47.3744489]"
2019-06-30,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-01,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-01,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-01,Volodymyr Zelensky,"Canada, Toronto","[-79.3839347, 43.6534817]"
2019-07-01,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-01,Ariana Grande,"United States, Columbus","[-83.0007065, 39.9622601]"
2019-07-02,Angela Merkel,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-02,Theresa May,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-02,Volodymyr Zelensky,"Canada, Toronto","[-79.3839347, 43.6534817]"
2019-07-02,Brockhampton,"Norway, Sandvika","[10.5249914, 59.8921158]"
2019-07-02,Emmanuel Macron,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-07-03,Volodymyr Zelensky,"Canada, Toronto","[-79.3839347, 43.6534817]"
2019-07-03,Ed Sheeran,"Romania, Bucharest","[26.1027202, 44.4361414]"
2019-07-04,Brockhampton,"Denmark, Roskilde","[12.0819247, 55.6433478]"
2019-07-04,Vladimir Putin,"Italy, Rome","[12.4829321, 41.8933203]"
2019-07-04,Theresa May,"Poland, Poznań","[16.91973259178088, 52.4006632]"
2019-07-04,Vladimir Putin,"Vatican, Vatican City","[12.453152716779822, 41.90381485]"
2019-07-04,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-07-05,Brockhampton,"Finland, Turku","[22.2670522, 60.4517531]"
2019-07-05,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-05,Theresa May,"Poland, Poznań","[16.91973259178088, 52.4006632]"
2019-07-05,Angela Merkel,"Poland, Poznań","[16.91973259178088, 52.4006632]"
2019-07-05,Ariana Grande,"United States, Milwaukee","[-87.922497, 43.0349931]"
2019-07-06,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-06,Lana Del Rey,"Poland, Gdynia","[18.5402738, 54.5164982]"
2019-07-06,Brockhampton,"Portugal, Ericeira","[-9.399580512067734, 38.97039795]"
2019-07-06,Ariana Grande,"United States, St. Louis","[-90.24111656024635, 38.6529545]"
2019-07-07,Ed Sheeran,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2019-07-07,Brockhampton,"Ireland, Dublin","[-6.2602732, 53.3497645]"
2019-07-07,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-08,Ed Sheeran,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2019-07-08,Ariana Grande,"United States, Saint Paul","[-93.0931028, 44.9497487]"
2019-07-09,Ilir Meta,"Bosnia and Herzegovina, Sarajevo","[18.3866868, 43.8519774]"
2019-07-10,Taylor Swift,"United States, New York","[-74.0060152, 40.7127281]"
2019-07-11,Brockhampton,"Germany, Grafenhainichen","[12.4588675, 51.7309112]"
2019-07-11,Ariana Grande,"United States, Denver","[-104.9848623, 39.7392364]"
2019-07-12,Ed Sheeran,"Latvia, Riga","[24.1051846, 56.9493977]"
2019-07-12,Donald Trump,"Ohio, Cleveland","[-81.6934446, 41.5051613]"
2019-07-12,Brockhampton,"Spain, Bilbao","[-2.9350039, 43.2630018]"
2019-07-12,Donald Trump,"Wisconsin, Milwaukee","[-87.922497, 43.0349931]"
2019-07-13,Brockhampton,"England, London","[-0.1276474, 51.5073219]"
2019-07-13,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-07-13,Ariana Grande,"United States, Salt Lake City","[-111.8867975, 40.7596198]"
2019-07-14,Angela Merkel,"France, Paris","[2.3200410217200766, 48.8588897]"
2019-07-14,Brockhampton,"Netherlands, Hilvarenbeek","[5.146972817481462, 51.48698395]"
2019-07-14,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-07-15,Emmanuel Macron,"Serbia, Belgrade","[20.4568974, 44.8178131]"
2019-07-16,Emmanuel Macron,"Serbia, Belgrade","[20.4568974, 44.8178131]"
2019-07-17,Jair Bolsonaro,"Argentina, Santa Fe","[-61.1645076, -30.3154739]"
2019-07-17,Donald Trump,"North Carolina, Greenville","[-77.3724593, 35.613224]"
2019-07-18,Jacinda Ardern,"Australia, Melbourne","[144.9631608, -37.8142176]"
2019-07-18,Lana Del Rey,"Sesimbra, Meco","[-9.1702334, 38.4717989]"
2019-07-19,Mike Pompeo,"Argentina, Buenos Aires","[-58.4370894, -34.6075682]"
2019-07-19,Jacinda Ardern,"Australia, Melbourne","[144.9631608, -37.8142176]"
2019-07-19,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-19,Ed Sheeran,"Russia, Moscow","[37.6174943, 55.7504461]"
2019-07-19,Lana Del Rey,"Spain, Benicàssim","[0.0644165, 40.0554964]"
2019-07-20,Mike Pompeo,"Ecuador, Guayaquil","[-79.8868702, -2.1900703]"
2019-07-20,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-21,Mike Pompeo,"El Salvador, San Salvador","[-89.1914249, 13.6989939]"
2019-07-21,Mike Pompeo,"Mexico, Mexico City","[-99.1331785, 19.4326296]"
2019-07-21,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-07-21,Lana Del Rey,"United Kingdom, Southwold","[1.6794539, 52.3266586]"
2019-07-21,Imran Khan,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-07-22,Imran Khan,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-07-23,Ed Sheeran,"Finland, Helsinki","[24.9427473, 60.1674881]"
2019-07-23,Imran Khan,"United States, Washington D.C.","[-77.0365427, 38.8950368]"
2019-07-24,Ed Sheeran,"Finland, Helsinki","[24.9427473, 60.1674881]"
2019-07-24,Lana Del Rey,"Switzerland, Nyon","[6.2402791, 46.3820585]"
2019-07-24,Donald Trump,"West Virginia, Wheeling","[-80.72177295, 40.0642004]"
2019-07-25,Donald Trump,"Virginia, Arlington","[-77.0841585, 38.8903961]"
2019-07-27,Ed Sheeran,"Denmark, Odense","[10.3852104, 55.3997225]"
2019-07-27,Jacinda Ardern,"Samoa, Apia","[-171.7692793, -13.8343691]"
2019-07-27,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-07-27,Emmanuel Macron,"Tunisia, Tunis","[9.400138, 33.8439408]"
2019-07-28,Ed Sheeran,"Denmark, Odense","[10.3852104, 55.3997225]"
2019-07-28,Jacinda Ardern,"Samoa, Apia","[-171.7692793, -13.8343691]"
2019-07-28,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-07-29,Jacinda Ardern,"Tokelau, Atafu","[-172.4905526, -8.5533484]"
2019-07-29,Jacinda Ardern,"Tokelau, Fakaofo","[-171.2645365, -9.3743046]"
2019-07-29,Jacinda Ardern,"Tokelau, Nukunonu","[-171.854975218513, -9.194669999999999]"
2019-07-29,Jon Anderson,"United States, Ocean City","[-74.5746001, 39.2776156]"
2019-07-30,Jacinda Ardern,"Tokelau, Atafu","[-172.4905526, -8.5533484]"
2019-07-30,Jacinda Ardern,"Tokelau, Fakaofo","[-171.2645365, -9.3743046]"
2019-07-30,Jacinda Ardern,"Tokelau, Nukunonu","[-171.854975218513, -9.194669999999999]"
2019-07-30,Donald Trump,"Virginia, Jamestown","[-76.7738928, 37.2104434]"
2019-07-31,Jacinda Ardern,"Tokelau, Atafu","[-172.4905526, -8.5533484]"
2019-07-31,Jacinda Ardern,"Tokelau, Fakaofo","[-171.2645365, -9.3743046]"
2019-07-31,Jacinda Ardern,"Tokelau, Nukunonu","[-171.854975218513, -9.194669999999999]"
2019-08-01,Donald Trump,"Ohio, Cincinnati","[-84.5124602, 39.1014537]"
2019-08-01,Mike Pompeo,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2019-08-02,Ed Sheeran,"Germany, Hanover","[9.7385532, 52.3744779]"
2019-08-02,Miley Cyrus,"Kosovo, Pristina","[21.1640849, 42.6638771]"
2019-08-02,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-02,Mike Pompeo,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2019-08-03,Ed Sheeran,"Germany, Hanover","[9.7385532, 52.3744779]"
2019-08-03,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-04,Mike Pompeo,"Australia, Sydney","[151.2164539, -33.8548157]"
2019-08-04,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-04,Ariana Grande,"United States, Chicago","[-87.6244212, 41.8755616]"
2019-08-05,Mike Pompeo,"Australia, Sydney","[151.2164539, -33.8548157]"
2019-08-05,Mike Pompeo,"Micronesia, Kolonia","[158.2091324, 6.9643412]"
2019-08-07,Ed Sheeran,"Hungary, Budapest","[19.0403594, 47.4979937]"
2019-08-07,Donald Trump,"Ohio, Dayton","[-84.1916069, 39.7589478]"
2019-08-07,Donald Trump,"Texas, El Paso","[-106.464634, 31.7754152]"
2019-08-07,Volodymyr Zelensky,"Turkey, Ankara","[32.8540482, 39.9207886]"
2019-08-07,Volodymyr Zelensky,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2019-08-08,Volodymyr Zelensky,"Turkey, Ankara","[32.8540482, 39.9207886]"
2019-08-08,Volodymyr Zelensky,"Turkey, Istanbul","[28.9651646, 41.0096334]"
2019-08-08,Jon Anderson,"United States, Detroit","[-83.0466403, 42.3315509]"
2019-08-09,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-09,Donald Trump,"New York, Bridgehampton","[-72.3108868124734, 40.932696]"
2019-08-09,Donald Trump,"New York, Southampton","[-72.3895296, 40.884267]"
2019-08-10,Ed Sheeran,"Iceland, Reykjavik","[-21.9422367, 64.145981]"
2019-08-10,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-11,Ed Sheeran,"Iceland, Reykjavik","[-21.9422367, 64.145981]"
2019-08-11,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-12,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-13,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-13,Donald Trump,"Pennsylvania, Monaca","[-80.2714505, 40.6872885]"
2019-08-14,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-14,Jacinda Ardern,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-14,Scott Morrison,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-15,Brockhampton,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-08-15,Donald Trump,"New Hampshire, Manchester","[-71.4547891, 42.9956397]"
2019-08-15,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-15,Jacinda Ardern,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-15,Scott Morrison,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-16,Ed Sheeran,"England, Leeds","[-1.5437941, 53.7974185]"
2019-08-16,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-16,Jacinda Ardern,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-16,Scott Morrison,"Tuvalu, Funafuti","[179.1982548, -8.5199633]"
2019-08-17,Ed Sheeran,"England, Leeds","[-1.5437941, 53.7974185]"
2019-08-17,Brockhampton,"Japan, Osaka","[135.490357, 34.6198813]"
2019-08-17,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-17,Ariana Grande,"England, London","[-0.1276474, 51.5073219]"
2019-08-18,Brockhampton,"Japan, Tokyo","[139.7594549, 35.6828387]"
2019-08-18,Donald Trump,"New Jersey, Bedminster","[-74.6454373, 40.680657]"
2019-08-19,Vladimir Putin,"France, Bormes-les-Mimosas","[6.329253867921363, 43.1572172]"
2019-08-19,Vladimir Putin,"France, Fort de Brégançon","[6.322077179027161, 43.092892250000006]"
2019-08-19,Angela Merkel,"Hungary, Sopron","[16.5983457, 47.6803063]"
2019-08-19,Angela Merkel,"Iceland, Reykjavík","[-21.9422367, 64.145981]"
2019-08-19,Angela Merkel,"Iceland, Þingvellir","[-21.081941206375653, 64.27860815]"
2019-08-20,Angela Merkel,"Iceland, Reykjavík","[-21.9422367, 64.145981]"
2019-08-20,Angela Merkel,"Iceland, Þingvellir","[-21.081941206375653, 64.27860815]"
2019-08-20,Katy Perry,"United States, Seattle","[-122.3300624, 47.6038321]"
2019-08-21,Vladimir Putin,"Finland, Helsinki","[24.9427473, 60.1674881]"
2019-08-21,Boris Johnson,"Germany, Berlin","[13.3888599, 52.5170365]"
2019-08-21,Donald Trump,"Kentucky, Louisville","[-85.759407, 38.2542376]"
2019-08-22,Mike Pompeo,"Canada, Ottawa","[-75.6900574, 45.4211435]"
2019-08-22,Boris Johnson,"France, Paris","[2.3200410217200766, 48.8588897]"
2019-08-22,Boris Johnson,"Germany, Berlin","[13.3888599, 52.5170365]"
2019-08-22,Donald Trump,"Kentucky, Louisville","[-85.759407, 38.2542376]"
2019-08-22,Angela Merkel,"Netherlands, The Hague","[4.3113461, 52.0799838]"
2019-08-22,Scott Morrison,"Vietnam, Hanoi","[105.8544441, 21.0294498]"
2019-08-22,Taylor Swift,"United States, New York City","[-74.0060152, 40.7127281]"
2019-08-23,Ed Sheeran,"England, Ipswich","[1.1526345, 52.0579495]"
2019-08-23,Justin Trudeau,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-23,Brockhampton,"United States, Los Angeles","[-118.242766, 34.0536909]"
2019-08-23,Scott Morrison,"Vietnam, Hanoi","[105.8544441, 21.0294498]"
2019-08-23,Ariana Grande,"Netherlands, Amsterdam","[4.8936041, 52.3727598]"
2019-08-23,Taylor Swift,"United States, New York","[-74.0060152, 40.7127281]"
2019-08-24,Ed Sheeran,"England, Ipswich","[1.1526345, 52.0579495]"
2019-08-24,Angela Merkel,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Justin Trudeau,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Giuseppe Conte,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Boris Johnson,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Donald Trump,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Scott Morrison,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-24,Scott Morrison,"Vietnam, Hanoi","[105.8544441, 21.0294498]"
2019-08-25,Ed Sheeran,"England, Ipswich","[1.1526345, 52.0579495]"
2019-08-25,Angela Merkel,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Justin Trudeau,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Giuseppe Conte,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Boris Johnson,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Donald Trump,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Scott Morrison,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-25,Ariana Grande,"England, Manchester","[-2.2451148, 53.4794892]"
2019-08-26,Ed Sheeran,"England, Ipswich","[1.1526345, 52.0579495]"
2019-08-26,Angela Merkel,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Justin Trudeau,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Giuseppe Conte,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Boris Johnson,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Donald Trump,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Shawn Mendes,"United States, Newark","[-74.1723667, 40.735657]"
2019-08-26,Miley Cyrus,"United States, Newark","[-74.1723667, 40.735657]"
2019-08-26,Scott Morrison,"France, Biarritz","[-1.552726590666314, 43.471143749999996]"
2019-08-26,Taylor Swift,"New Jersey, Newark","[-74.1723667, 40.735657]"
2019-08-27,Ariana Grande,"France, Paris","[2.3200410217200766, 48.8588897]"
2019-08-28,Ariana Grande,"France, Paris","[2.3200410217200766, 48.8588897]"
2019-08-29,Jon Anderson,"United States, Pasadena","[-118.1444779, 34.1476452]"
2019-08-30,Jon Anderson,"United States, Ojai","[-119.242889, 34.4480495]"
2019-08-30,Scott Morrison,"East Timor, Dili","[125.5784093, -8.5536809]"
2019-08-30,Ariana Grande,"Belgium, Antwerp","[4.3997081, 51.2211097]"
2019-08-31,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-08-31,Scott Morrison,"East Timor, Dili","[125.5784093, -8.5536809]"
2019-09-01,Angela Merkel,"Poland, Warsaw","[21.0067249, 52.2319581]"
2019-09-01,Volodymyr Zelensky,"Poland, Warsaw","[21.0067249, 52.2319581]"
2019-09-01,Moon Jae-in,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2019-09-01,Jon Anderson,"United States, Montclair","[-74.2210643, 40.8164458]"
2019-09-01,Ariana Grande,"Germany, Cologne","[6.959974, 50.938361]"
2019-09-02,Mike Pompeo,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-09-02,Moon Jae-in,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2019-09-02,Donald Trump,"Virginia, Sterling","[-77.40832792370676, 39.003809849999996]"
2019-09-02,Taylor Swift,"United States, New York","[-74.0060152, 40.7127281]"
2019-09-03,Mike Pompeo,"Belgium, Brussels","[4.351697, 50.8465573]"
2019-09-03,Vladimir Putin,"Mongolia, Ulaanbaatar","[107.02225913456641, 47.94909925]"
2019-09-03,Moon Jae-in,"Myanmar, Myanmar","[95.9999652, 17.1750495]"
2019-09-03,Moon Jae-in,"Thailand, Bangkok","[100.4934734, 13.7525438]"
2019-09-03,Ariana Grande,"Austria, Vienna","[16.3725042, 48.2083537]"
2019-09-04,Moon Jae-in,"Myanmar, Myanmar","[95.9999652, 17.1750495]"
2019-09-04,Ariana Grande,"Czech Republic, Prague","[14.4212535, 50.0874654]"
2019-09-05,Moon Jae-in,"Laos, Laos","[103.378253, 20.0171109]"
2019-09-05,Moon Jae-in,"Myanmar, Myanmar","[95.9999652, 17.1750495]"
2019-09-06,Moon Jae-in,"Laos, Laos","[103.378253, 20.0171109]"
